id,answer,evidence_page_number
q_0016,札幌医科大学付属病院,[17]
q_0017,"90,990ℓ",[12]
q_0018,4点,[4]
q_0019,8:08,"[1,2]"
q_0020,"[""1"", ""3""]",[15]
q_0021,3,[98]
q_0022,14.6,"[11,16]"
q_0023,満足度が低い評価に当たります。,[11]
q_0024,"[""京都"", ""欧米"", ""横浜""]",[10]
q_0025,埼玉県です。,[5]
q_0026,"[""個人関連情報の提供における確認記録義務"", ""容易照合に関する考え方"", ""タグを通じて他社が直接取得することについての考え方"", ""広告配信の反応データが“委託”に伴い提供できるケース""]",[8]
q_0027,3,[5]
q_0028,9年10か月,"[4,5]"
q_0029,13年,[1]
q_0030,"31,690円","[22,24]"
q_0031,"[""資料に北海道のデータが含まれていないため回答できません""]","[56,60,8,37,29,21]"
q_0032,浅草線、三田線、新宿線、大江戸線に対応しています。,"[1,2]"
q_0033,"2,771","[4,5]"
q_0034,"[""血色素量[ヘモグロビン値]"", ""赤血球数""]",[16]
q_0035,"[""砒素及びその化合物"", ""トリクロロ酢酸""]",[4]
q_0036,理科です。,[2]
q_0037,宮城県江ノ島,[3]
q_0038,R&D課長,[5]
q_0039,91分,[7]
q_0040,鶴川処理区,[18]
q_0041,[大江戸線],[2]
q_0042,熊本市,"[3,5]"
q_0043,"[""つくし野コミュニティセンター"", ""町田西郵便局"", ""町田郵便局"", ""鶴川郵便局""]",[34]
q_0044,合理化手段型,[16]
q_0045,"[""被災海岸林"", ""被災耕作地（湿性草地）"", ""被災市街地""]",[32]
q_0046,"8,400円",[6]
q_0047,すさみ町,[44]
q_0048,"[""HDLコレステロール"", ""血色素量[ヘモグロビン値]""]",[15]
q_0049,健康チェック測定会,[5]
q_0050,24.5ポイント,"[22,28]"
q_0051,"[""能登半島"", ""佐渡島"", ""別寒辺牛川集水域""]","[12,14]"
q_0052,"70,970人",[4]
q_0053,1.5倍,[6]
q_0054,"[""Paddy field"", ""Settlement and urban area""]",[1]
q_0055,ヴェルサイユの宮廷庭師,[5]
q_0056,"[""OS"", ""ソフトウェア""]",[1]
q_0057,鉱業,[7]
q_0058,2〜20cm 道路冠水相当,[1]
q_0059,記載なし,"[1,3,5,2,4,20]"
q_0060,"[""情報提供"", ""結果通知表を出力・送付""]","[5,11]"
q_0061,卵,[4]
q_0062,"[""ルドヴィーク"", ""コストカ""]","[5,11]"
q_0063,"[""教育環境・生活環境づくり"", ""放課後活動の拠点づくり"", ""市民生活の拠点づくり""]",[17]
q_0064,竹村俊則,"[14,16]"
q_0065,砺波市,[5]
q_0066,千葉県,[4]
q_0067,"[""鳥"", ""ニワトリ"", ""アヒル""]",[1]
q_0068,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6""]",[19]
q_0069,量子イノベーションパーク,[1]
q_0070,脇野沢地区,[4]
q_0071,"[""広川町"", ""筑後市""]",[26]
q_0072,全戸から1人ずつ,[7]
q_0073,504日,"[1,2]"
q_0074,千葉県,"[4,5]"
q_0075,20％,"[11,14]"
q_0076,特定国有財産整備特別会計,[17]
q_0077,ICT利活用が（高）かつイノベーション実現数が（高）の区分です。,[3]
q_0078,208,[3]
q_0079,"[""中国""]","[6,8]"
q_0080,"[""地方公共団体工事費負担金収入"", ""受託工事費納付金収入"", ""附帯工事費負担金収入"", ""手数料収入""]","[11,12]"
q_0081,事務机が置かれた部屋は、図面上の右下に位置する「診察室」に描かれています。,[14]
q_0082,2,"[17,33]"
q_0083,"[""堀之内村"", ""飯沢村"", ""苅野一色村"", ""久野村"", ""穴部村""]","[37,58]"
q_0084,丸山小水力発電設備,[14]
q_0085,0.47 mg/L,"[15,16]"
q_0086,"[""水"", ""食料品"", ""懐中電灯"", ""お金"", ""ラジオ""]","[10,14]"
q_0087,案内画面で到着が近いと表示されているX避難所の住所に含まれる町名は〇〇町です。,[15]
q_0088,左近山ショッピングセンター南側広場,[3]
q_0089,御前崎,[3]
q_0090,$\frac{n_{ij}}{l_{ij}} - \frac{N_{ij}}{L_{ij}}$,"[8,15]"
q_0091,171千円,[11]
q_0092,個人消費,"[4,6,8]"
q_0093,0.0049,"[40,41]"
q_0094,食事（食事の管理、菓子作り）,[47]
q_0095,0.014km,[17]
q_0096,6.7パーセントポイント,[31]
q_0097,博多・新八代（鹿児島ルート）,"[7,8]"
q_0098,"[""英語"", ""16.2""]",[46]
q_0099,"[""住所"", ""法人にあっては、その代表者（法人でない団体で代表者又は管理人の定めのあるものにあっては、その代表者又は管理人）の氏名"", ""当該第三者による当該個人データの取得の経緯""]","[10,12]"
q_0100,102,[14]
q_0101,物質 個体,[2]
q_0102,3.5兆円,[25]
q_0103,黄色,[2]
q_0104,"[""高さ"", ""面積""]","[16,17]"
q_0105,A,[10]
q_0106,緑色,[22]
q_0107,"[""洗浄剤を手に取る"", ""洗浄剤を十分な流水でよく洗い流す""]",[1]
q_0108,鶴ヶ峰駅,"[1,3]"
q_0109,"[""砒素及びその化合物"", ""トリクロロ酢酸""]",[6]
q_0110,"199,674円",[15]
q_0111,砒素及びその化合物,[4]
q_0112,給与所得者,[8]
q_0113,"[""新山"", ""自由学園南""]",[4]
q_0114,測量設計委託料,[3]
q_0115,"[""償還金収入"", ""附帯工事費負担金収入"", ""受託工事納付金収入"", ""前年度剰余金"", ""雑収入""]",[6]
q_0116,運輸業，郵便業およびサービス業（他に分類されないもの）です。,[42]
q_0117,果樹係,"[5,28]"
q_0118,"[""なし""]","[2,13,14,18,24,26]"
q_0119,人口流出,[21]
q_0120,10か月,[5]
q_0121,"[""足なし網"", ""鮭夜網""]",[10]
q_0122,1.359375倍,"[2,13]"
q_0123,ガイドライン等,[1]
q_0124,5.8℃,[16]
q_0125,3年,[6]
q_0126,衣服,[18]
q_0127,"[""県の管理的地位（課長相当職以上）に占める女性職員の割合（知事部局等）"", ""県の管理的地位（課長相当職以上）に占める女性職員の割合（教育委員会）""]","[1,17]"
q_0128,100%,"[11,12,13,14,19]"
q_0129,インターフェロン又はペグインターフェロン単剤,[1]
q_0130,御池中区,"[5,8,9,10]"
q_0131,2019年,"[13,14]"
q_0132,"[""大宮町""]","[8,17]"
q_0133,"[""ため池はん濫"", ""土砂災害""]","[1,2]"
q_0134,"[""A社"", ""B社""]","[17,18]"
q_0135,"[""団体の氏名又は名称"", ""代表者の氏名""]",[27]
q_0136,1人,[4]
q_0137,3年目,[13]
q_0138,"[""飲料水"", ""毛布"", ""タオル""]",[5]
q_0139,瑞梅寺川、8.9km,"[8,10]"
q_0140,3.0km,[1]
q_0141,0.0585 GB/分,[7]
q_0142,フランス,"[4,18]"
q_0143,紫LED,"[1,5]"
q_0144,農林水産業,"[4,5]"
q_0145,入院勧告が解除された後,[6]
q_0146,オレンジ色の線で示される国,[4]
q_0147,約26%,"[1,29]"
q_0148,42.18%,"[11,12,13]"
q_0149,地震にあったら、まず身の安全,[2]
q_0150,"[""大きな外科手術"", ""献血""]",[3]
q_0151,日高町,"[27,28]"
q_0152,0m以上20.0m未満,[2]
q_0153,"本市への観光入込客数（年間）で、差は1,314,100人である。","[12,13]"
q_0154,"[""個人情報"", ""特定個人情報""]",[12]
q_0155,穴部村,"[37,38]"
q_0156,帽子,"[7,19]"
q_0157,該当する年齢帯はない（提示された資料には、ポアソン検定による検定結果の表が欠落しているため判断できない）。,[4]
q_0158,八女市,[4]
q_0159,人件費比率の係数は一貫して正のままである。,"[7,8]"
q_0160,9日,[8]
q_0161,4番目,"[4,5]"
q_0162,警察職員、消防職員、高校教職員,"[3,4]"
q_0163,前者は後者のおよそ4倍になります。,[1]
